,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,7745.776000,3872.888000,3872.888000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,1279129.184000,11680.110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,77437.216000,38718.608000,38718.608000,0.000000,992.310000,0.000000,0.000000,11160.790000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,1796.432000,898.216000,898.216000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,7745.776000,3872.888000,3872.888000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,63818.624000,31909.312000,31909.312000,0.000000,1927.525000,0.000000,0.000000,14903.813000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,898.216000,898.216000,898.216000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,7745.776000,3872.888000,3872.888000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,77437.216000,38718.608000,38718.608000,0.000000,992.310000,0.000000,0.000000,11160.790000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,1796.432000,898.216000,898.216000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,7745.776000,3872.888000,3872.888000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,63818.624000,31909.312000,31909.312000,0.000000,1927.527000,0.000000,0.000000,14903.817000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,898.216000,898.216000,898.216000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,7745.776000,3872.888000,3872.888000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,77437.216000,38718.608000,38718.608000,0.000000,992.308000,0.000000,0.000000,11160.790000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,1796.432000,898.216000,898.216000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,7745.776000,3872.888000,3872.888000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,63818.624000,31909.312000,31909.312000,0.000000,1927.527000,0.000000,0.000000,14903.815000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,898.216000,898.216000,898.216000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm1,llama-7b_ubatch_2,7745.776000,3872.888000,3872.888000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTN,llama-7b_ubatch_2,77437.216000,38718.608000,38718.608000,0.000000,992.310000,0.000000,0.000000,11160.791000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual1,llama-7b_ubatch_2,1796.432000,898.216000,898.216000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSNorm2,llama-7b_ubatch_2,7745.776000,3872.888000,3872.888000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLP,llama-7b_ubatch_2,63818.624000,31909.312000,31909.312000,0.000000,1927.525000,0.000000,0.000000,14903.814000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual2,llama-7b_ubatch_2,898.216000,898.216000,898.216000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1290809.294000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
